var,y_s,last_y,imp,ex,q,c_m,i_m,i_d,pi_i,mc_d,mc_mc,mc_mi,u,H,gamma_cd,gamma_id,gamma_f,i_c,i_y,i_w,R_,pi_c_,pi_cbar_,pi_i_,pi_d_,dy_,dc_,di_,dimp_,dex_,dy_star_,pi_star_,R_star_,dE_,dS_,dw_,y,g,pi_cbar,pi_c,mc_x,kbar,k,x,R,a,gamma_mcd,gamma_mid,gamma_xstar,R_star,e_ystar,e_pistar,e_i,e_a,e_z,e_H,lambda_x,lambda_d,lambda_mc,lambda_mi,z_tildestar,AUX_ENDO_LAG_25_1,c,i,pi_d,pi_mc,pi_mi,pi_x,w,mu_z,E,y_star,e_c,i_k,r_k,P_k,dS,psi_z,pi_star,eps_c,eps_i,eps_g,eps_r,eps_a,eps_z,eps_H,eps_pi_cbar,eps_x,eps_d,eps_mc,eps_mi,eps_z_tildestar,eps_mu_z,eps_Rstar,eps_pistar,eps_ystar,eps_i_k,eps_i_y,me_w,me_E,me_pi_d,me_pi_i,me_y,me_c,me_i,me_imp,me_ex,me_ystar
R_star,4.36E-20,-6.85E-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-17,1.83E-17,0.00E+00,1.62E-16,-6.13E-17,4.39E-17,4.13E-17,-2.69E-18,6.55E-16,-3.55E-17,-1.69E-16,8.43E-17,-6.97E-17,0.412113333,-0.09812,0.12002,-5.64E-17,-2.15E-16,-3.81E-16,8.95E-17,-2.91E-17,3.33E-16,-6.01E-18,4.27E-17,-3.80E-17,0,7.13E-17,-4.69E-17,-3.90E-17,-6.69E-16,8.92E-17,-1.93E-16,1.92E-16,-2.15E-16,2.04E-17,0,6.12E-17,0,0,0,0,0,0,2.02E-17,-8.88E-17,2.65E-17,1.11E-15,-4.94E-16,-4.64E-16,1.18E-16,1.40E-16,-5.65E-17,4.33E-16,-7.10E-18,5.12E-17,-5.15E-17,-3.89E-16,0.428546667,0.14018,-0.11616,8.68E-18,1.77E-19,0,0,0,-1.06E-48,0,0,0,0,0,0
e_ystar,-1.90E-20,2.85E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.92E-18,2.92E-18,0.00E+00,1.62E-18,2.47E-18,3.60E-18,-1.97E-18,1.69E-18,-1.08E-18,-9.58E-19,2.29E-18,1.68E-19,-4.48E-20,1.38E-16,0.56314,2.20E-17,4.08E-18,6.77E-17,7.32E-17,-1.84E-17,-9.39E-19,8.80E-18,2.01E-18,-7.34E-19,-1.23E-17,0,1.76E-18,3.33E-18,1.48E-18,3.17E-18,-1.33E-19,-9.06E-19,2.13E-19,-1.55E-17,1.29E-18,0,1.38E-18,0,0,0,0,0,0,-8.83E-18,4.90E-18,-4.68E-19,2.30E-16,2.29E-16,-1.85E-17,-3.67E-17,1.53E-17,-1.32E-18,2.39E-17,-6.37E-19,-4.93E-18,-2.05E-17,2.37E-16,9.68E-18,-8.59E-17,0.666666667,-5.88E-18,-2.94E-20,0,0,0,6.01E-50,0,0,0,0,0,0
e_pistar,0,0.88174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39E-19,2.04E-18,0.00E+00,-1.25E-19,-1.56E-19,-2.56E-19,-2.18E-19,-3.14E-20,1.78E-18,3.77E-19,2.86E-19,2.89E-19,-1.09E-19,-3.06E-19,-5.93E-17,0.570813333,-8.54E-19,2.64E-17,-1.32E-18,1.15E-18,2.86E-18,-1.04E-17,4.12E-19,3.14E-19,-3.34E-18,0,5.25E-19,-3.79E-19,-1.08E-19,-4.31E-19,4.16E-19,2.43E-19,-2.92E-19,-6.02E-19,-5.31E-19,0,1.79E-19,0,0,0,0,0,0,-2.17E-17,2.16E-17,-2.95E-18,4.28E-16,0.00E+00,1.21E-17,-2.12E-17,-2.56E-18,-1.02E-18,8.89E-17,1.63E-19,-4.19E-18,-1.18E-17,-1.33E-16,9.60E-17,0.666666667,-4.42E-17,9.84E-18,-7.80E-20,0,0,0,-1.96E-50,0,0,0,0,0,0
e_i,0.00E+00,7.17E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40E-19,2.35E-19,0.00E+00,-8.61E-20,-1.42E-19,-1.74E-19,3.76E-20,-1.39E-20,7.74E-19,1.19E-19,-1.16E-19,-1.03E-19,-3.58E-20,-5.66E-18,-1.24E-17,-1.47E-18,0.465073333,7.69E-18,-1.44E-18,-3.28E-18,-4.55E-19,-1.10E-17,-2.51E-18,2.27E-18,-2.17E-19,0,1.81E-19,-5.97E-20,-3.91E-20,-2.75E-19,-5.09E-20,2.68E-20,-1.83E-19,2.65E-19,-2.58E-19,0,9.45E-21,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e_a,0,1.1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.61E-17,-2.82E-18,0.00E+00,4.54E-18,4.78E-18,7.31E-18,-4.50E-18,2.31E-18,-6.91E-18,-3.13E-18,1.02E-17,4.95E-18,-7.25E-19,2.99E-16,1.92E-16,4.77E-17,9.11E-19,0.469866667,-1.30E-18,-4.07E-18,-9.16E-18,-3.76E-17,-9.00E-19,-2.20E-18,-4.09E-18,0,-3.01E-18,1.34E-18,3.00E-18,8.59E-18,3.39E-18,1.66E-18,6.34E-18,-2.77E-17,4.55E-18,0,2.18E-18,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.666666667,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0,0
e_z,0.00E+00,1.64E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.654086667,2.01E-17,2.65E-17,2.46E-16,-2.97E-17,3.10E-17,-1.88E-17,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e_H,0,0.19418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41798,3.93E-18,5.76E-19,3.62E-18,-8.26E-19,-6.36E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.666666667,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0,0
lambda_x,0,-0.032091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400606667,2.40E-19,1.97E-18,-2.24E-18,-3.47E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lambda_d,0,1.3969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645593333,3.38E-17,-4.11E-17,1.33E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lambda_mc,0,-0.0039887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416793333,-3.42E-21,-1.15E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lambda_mi,0,0.0098356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520093333,4.67E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z_tildestar,0,-0.4395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUX_ENDO_LAG_25_1,-0.22694,1.0744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.02E-19,3.68E-20,0.00E+00,8.86E-18,0.00E+00,0.666666667,-2.33E-18,8.61E-19,-3.61E-18,1.91E-17,-1.24E-17,-2.03E-18,-1.31E-18,-3.81E-17,-3.27E-18,-2.49E-18,4.95E-19,-1.46E-17,-2.73E-20,2.35E-18,-3.64E-19,3.60E-17,8.69E-20,4.32E-19,-1.21E-17,0,1.22E-17,-3.84E-19,2.95E-18,1.30E-17,-4.60E-18,-5.48E-18,2.49E-17,1.76E-17,1.31E-17,0,1.56E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,0.08965,0.076133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009169333,-0.008508,0,2.39E-03,1.84E-03,9.31E-05,2.40E-17,2.36E-04,-0.271033333,0.02105,-0.044816,4.07E-03,0.010555333,0.019055333,0.04946,-0.05343,-5.95E-03,-0.025955333,-0.161633333,0.027023333,2.50E-03,0.097226667,-1.12E-04,3.57E-03,-4.04E-03,0,0.484386667,-0.009162,-4.03E-04,-0.054175333,5.51E-03,0.019824,0.049134667,-0.068573333,6.02E-16,0,0.097933333,0,0,0,0,0,0,0.110546667,-0.00853,-0.010439333,-0.300126667,-0.036826667,-0.16474,0.043102,0.018682667,4.17E-03,0.1004,-1.79E-04,4.58E-03,-4.42E-03,-0.09748,0.019815333,-0.062402,0.058552667,8.17E-10,4.44E-05,0,0,0,-6.49E-35,0,0,0,0,0,0
i,-0.22694,-13.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009652,-0.009579333,0,3.57E-03,0.010975333,-0.186833333,3.48E-17,2.48E-04,-0.2853,0.116106667,0.068713333,-0.078686667,0.016424667,-0.175326667,0.21978,-0.53632,0.11492,-0.1696,-0.33078,0.044066667,-1.83E-04,0.039876,1.74E-03,-0.020015333,0.06924,0,-0.059440667,0.574746667,-2.88E-03,0.307453333,-0.071193333,2.86E-03,0.053822,0.21052,2.75E-15,0,-0.078686667,0,0,0,0,0,0,-0.088813333,0.164733333,-0.011754,-0.31592,-0.24064,-0.33714,0.070286667,-0.008002667,-3.04E-04,0.041177333,2.78E-03,-0.025656,0.075693333,0.299273333,-0.182313333,-0.626386667,0.260186667,-2.14E-09,4.86E-05,0,0,0,8.35E-34,0,0,0,0,0,0
pi_d,0.012098,0.094907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.84E-03,0.013576,0,0.174046667,-2.34E-03,-0.120653333,-2.03E-16,9.87E-05,-0.1134,-1.35E-04,0.019024667,3.31E-03,-0.034459333,-0.14796,-0.087566667,-8.44E-04,7.49E-04,0.01483,-0.53488,0.08022,-1.39E-03,0.38616,1.97E-04,4.17E-04,0.024838667,0,0.033698667,4.97E-03,0.038498,0.060903333,1.94E-03,-0.027388,0.366653333,0.098806667,3.76E-16,0,3.91E-03,0,0,0,0,0,0,4.42E-03,0.001074,0.016658,-0.125573333,0.021041333,-0.545166667,0.127946667,0.463606667,-2.31E-03,0.398766667,3.16E-04,5.35E-04,0.027152,0.14046,-0.15386,-9.85E-04,-0.103666667,4.79E-08,3.31E-04,0,0,0,-2.22E-35,0,0,0,0,0,0
pi_mc,0.012098,-0.11922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27E-03,-6.32E-04,0,4.66E-03,-0.000986667,-6.49E-03,1.61E-16,3.26E-05,-0.037427333,-4.64E-03,-0.016560667,-4.11E-04,-4.70E-05,0.015784,-6.55E-03,0.026906,-1.69E-04,0.009344667,-0.030326,5.98E-03,3.71E-04,0.018659333,1.21E-03,-1.60E-04,-5.75E-03,0,1.93E-04,-4.57E-05,4.41E-04,0.531713333,-4.16E-04,2.67E-03,0.015451333,0.011679333,9.42E-18,0,-5.12E-04,0,0,0,0,0,0,-5.78E-04,-2.42E-04,-7.76E-04,-0.041444667,0.013258667,-0.030909333,0.009544,0.071126667,6.18E-04,0.019268667,1.94E-03,-2.05E-04,-6.29E-03,0.016603333,0.016413333,0.031424,-0.007752667,7.25E-10,1.39E-05,0,0,0,8.64E-36,0,0,0,0,0,0
pi_mi,0.012098,0.38232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015870667,-0.008816,0,0.010959333,-0.019256,-0.038566,1.42E-16,4.08E-04,-0.46914,-0.056794667,-0.05691,-0.086206667,-2.97E-03,0.23978,-0.0975,0.32778,-1.82E-04,0.15828,-0.160753333,0.034878,4.69E-03,0.10792,-7.77E-04,0.033572,-0.059169333,0,-2.67E-03,0.000692,3.43E-03,-0.157706667,0.301193333,0.037918667,0.098693333,0.062016,-2.13E-16,0,-6.30E-03,0,0,0,0,0,0,-0.007112,-2.61E-04,-0.010817333,-0.519493333,0.224573333,-0.16384,0.055629333,0.261526667,0.0078,0.11144,-1.24E-03,0.043033333,-0.064680667,0.08816,0.24934,0.38282,-0.115426667,6.42E-09,8.91E-05,0,0,0,-3.53E-33,0,0,0,0,0,0
pi_x,8.53E-19,1.69E-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015249333,0.010524667,0,0.030999333,0.024826,6.48E-03,1.92E-16,-3.92E-04,0.45076,0.056352667,0.052254,6.15E-03,-0.071986667,-0.511706667,0.013919333,-0.181106667,-2.15E-04,-0.1796,0.014434,-5.76E-03,0.020495333,-0.010146667,7.71E-04,2.04E-03,0.057528,0,0.008136667,-3.80E-04,2.81E-04,0.16486,5.91E-03,0.400266667,-0.011768,-0.016232,1.31E-15,0,6.41E-03,0,0,0,0,0,0,0.007236,-3.08E-04,0.012913333,0.49914,-0.254826667,0.014711333,-0.009192,0.02005,0.034106667,-0.010478,1.23E-03,0.002620667,0.062886667,-0.023074667,-0.532106667,-0.21152,0.016478667,-1.70E-09,-1.06E-05,0,0,0,-6.80E-35,0,0,0,0,0,0
w,-0.075862,1.0509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45E-03,-0.011272667,0,0.12902,2.49E-03,0.12714,5.43E-17,-8.89E-05,0.102113333,5.37E-03,-0.012034,-2.31E-03,0.027532,0.107906667,0.078973333,-0.021076,2.51E-04,-0.021368667,0.551893333,0.014842,1.58E-03,-0.409506667,-7.24E-05,-1.95E-04,-0.017585333,0,-0.02911,-3.40E-03,-0.030278,-0.03045,-1.31E-03,0.024885333,0.241326667,-0.124373333,5.11E-16,0,-0.008565333,0,0,0,0,0,0,-0.009668667,3.59E-04,-0.013831333,0.113073333,-0.030318667,0.562506667,0.023672667,-0.0976,2.64E-03,-0.422873333,-1.16E-04,-2.50E-04,-0.019223333,-0.176813333,0.112206667,-0.024614667,0.093486667,-3.74E-08,2.18E-04,0,0,0,1.51E-35,0,0,0,0,0,0
mu_z,1.70E-18,3.40E-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71E-17,1.40E-17,0.00E+00,-5.85E-17,3.65E-17,1.37E-16,-1.61E-16,6.85E-17,-4.36E-17,2.96E-17,-2.68E-17,3.88E-17,6.42E-17,1.02E-16,-6.83E-17,3.62E-16,-1.48E-17,2.56E-16,2.24E-16,2.08E-18,1.76E-17,-1.07E-16,-1.22E-17,2.40E-17,-2.81E-17,0,-6.94E-17,-9.23E-17,1.04E-17,-2.48E-17,4.77E-17,3.74E-18,-1.04E-16,0.46896,5.32E-17,0,3.13E-16,0,0,0,0,0,0,-6.05E-17,4.06E-18,-2.44E-17,-7.08E-16,-1.62E-17,-2.27E-16,9.75E-17,0.00E+00,5.58E-18,3.09E-16,5.08E-19,6.09E-18,-5.69E-17,0.666666667,1.71E-16,-5.47E-17,1.14E-16,0,6.35E-20,0,0,0,-1.50E-49,0,0,0,0,0,0
E,0.10302,-3.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.54E-03,3.72E-03,0,-0.011956667,-1.34E-03,-0.02455,-3.39E-17,9.09E-05,-0.1045,-0.00838,-6.90E-04,1.45E-04,-0.007710667,-0.017558667,-0.033826,0.035309333,-2.60E-04,0.016864,-0.115993333,-1.31E-03,-9.18E-04,-2.68E-03,-1.67E-04,-2.12E-05,1.26E-03,0,0.011266667,1.19E-03,-4.32E-04,-0.028988,-1.97E-05,-0.009732,-0.006812667,0.040014667,0.568266667,0,0.008216667,0,0,0,0,0,0,0.009274667,-3.73E-04,4.56E-03,-0.115713333,0.023927333,-0.11822,-2.09E-03,-0.010032,-1.53E-03,-2.77E-03,-2.68E-04,-2.72E-05,1.37E-03,0.056884667,-0.018258667,0.041238667,-0.040044667,1.24E-09,-6.15E-06,0,0,0,2.55E-38,0,0,0,0,0,0
y_star,3.09E-22,-6.26E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43E-16,2.12E-16,0.00E+00,1.72E-15,7.52E-16,9.45E-17,-2.18E-16,2.73E-17,6.37E-15,1.09E-16,-1.28E-15,1.99E-16,-3.80E-16,-2.346933333,-1.298266667,-1.184133333,-6.01E-16,-3.08E-15,-5.19E-15,8.67E-16,-2.70E-16,3.99E-15,-2.80E-17,2.16E-16,-9.80E-17,0,9.27E-16,-1.06E-15,2.29E-16,-4.41E-15,4.10E-16,-2.38E-15,2.35E-15,-3.11E-16,-8.13E-16,0,-6.25E-17,0,0,0,0,0,0,1.16E-16,-8.89E-16,2.69E-16,3.11E-15,-3.72E-15,-4.48E-15,1.39E-15,1.16E-15,-4.11E-16,3.26E-15,-4.35E-17,3.09E-16,-3.69E-17,1.83E-15,-2.440466667,-1.383,-1.537,-3.87E-17,2.34E-18,0,0,0,-4.05E-48,0,0,0,0,0,0
e_c,0,-1.6142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.56E-17,5.26E-18,0.00E+00,2.43E-17,6.19E-18,8.23E-17,-3.38E-17,1.14E-17,3.70E-16,-1.29E-17,2.22E-17,7.94E-18,-2.16E-17,-2.48E-16,-6.82E-17,-6.89E-17,-3.33E-18,-2.09E-17,2.30E-16,-2.05E-17,-3.96E-18,-7.72E-17,1.85E-18,-2.64E-18,1.53E-18,0,2.04E-17,-4.44E-17,4.40E-18,-6.00E-18,3.09E-18,-1.57E-17,-1.12E-17,1.69E-16,3.26E-19,0,0.59062,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i_k,0.3918,0.3918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.97E-18,1.84E-17,0,-5.16E-17,-3.40E-17,-6.88E-17,-9.52E-18,4.33E-18,-6.88E-16,-5.20E-17,-1.43E-17,-4.94E-17,-8.05E-17,1.31E-16,-1.58E-16,1.18E-16,-3.34E-18,2.03E-16,-3.07E-16,1.96E-17,1.61E-18,-1.05E-17,-4.27E-19,-8.66E-19,1.73E-18,0,7.94E-17,2.20E-17,-1.47E-18,-1.79E-16,9.88E-19,-1.37E-18,1.76E-17,4.21E-16,-2.48E-17,0,-1.65E-17,0,0,0,0,0,0,-2.75E-18,-4.12E-19,-8.91E-19,-3.94E-17,1.22E-17,-8.74E-18,3.16E-18,1.16E-17,5.24E-19,4.09E-18,-7.60E-20,2.07E-18,-4.19E-18,1.57E-17,2.14E-17,1.97E-17,-1.53E-18,0.666666667,4.76E-21,0,0,0,-2.91E-33,0,0,0,0,0,0
r_k,0.2541,-2.5941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00868,0.087653333,0,0.059266667,-6.52E-03,-0.717733333,-4.93E-17,2.23E-04,-0.256573333,-1.87E-03,0.12722,0.021294667,-0.20192,-0.907933333,-0.505006667,-0.059658667,5.48E-03,0.032244,-0.251386667,0.011551333,-4.75E-03,-0.470466667,-7.88E-05,1.03E-03,0.151733333,0,0.222326667,0.033909333,-0.043880667,0.020149333,0.009247333,-0.118673333,0.16052,0.441646667,1.12E-16,0,0.035715333,0,0,0,0,0,0,0.040314,0.00786,0.107546667,-0.284113333,0.045749333,-0.256226667,0.018424,-0.22204,-0.007899333,-0.48582,-1.26E-04,1.32E-03,0.165866667,0.62784,-0.944133333,-0.069673333,-0.597846667,4.34E-07,1.45E-04,0,0,0,-1.08E-34,0,0,0,0,0,0
P_k,0.0017034,2.9745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073993333,-0.041692,0,0.008998667,0.005138667,-0.33366,-5.87E-16,1.90E-03,-2.187133333,4.18E-03,-0.13088,0.016496,0.07122,0.330873333,0.226026667,0.101466667,-0.047872,-0.056981333,-0.938466667,0.218253333,0.010757333,0.40192,-7.27E-04,0.018436667,-0.117726667,0,-0.09298,-0.059453333,-0.020112,-0.16168,0.026046,0.099153333,0.375933333,0.893133333,6.58E-15,0,-0.084093333,0,0,0,0,0,0,-0.09492,-0.06862,-0.051156,-2.421933333,-0.080846667,-0.956533333,0.348113333,0.039972,0.017901333,0.41504,-1.16E-03,0.023632,-0.128693333,1.269733333,0.34406,0.1185,0.267573333,-1.48E-08,3.39E-04,0,0,0,-3.06E-34,0,0,0,0,0,0
dS,0.012098,4.3109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126633333,-0.055252,0,-0.133113333,0.235206667,-0.132606667,-1.63E-15,3.26E-03,-3.7432,-0.40274,-0.290986667,-0.035508667,0.355533333,3.3402,-0.3445,1.3942,6.72E-04,1.8018,-0.527213333,0.115033333,0.024228,0.365193333,-3.54E-03,-0.010177333,-0.314626667,0,-0.030940667,0.003951333,0.013758,-0.791533333,-0.032414667,0.221866667,0.346353333,0.20388,2.10E-16,0,-0.031060667,0,0,0,0,0,0,-0.03506,9.64E-04,-0.067793333,-4.144933333,2.556466667,-0.537353333,0.18348,0.148986667,0.040318667,0.377113333,-5.66E-03,-0.013046,-0.343933333,0.289833333,3.4734,1.628333333,-0.407826667,3.23E-08,3.13E-04,0,0,0,3.74E-34,0,0,0,0,0,0
psi_z,-0.094282,-3.7092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072466667,0.052402,0,0.034008,-0.007415333,0.041011333,6.88E-16,-1.86E-03,2.142,-0.076466667,0.043048,-0.014102667,-0.07766,-0.267986667,-0.271966667,0.131246667,0.030348667,0.094766667,0.8968,-0.184946667,-0.013135333,-0.524713333,-1.54E-03,-0.015161333,0.062668667,0,0.140786667,0.048054,0.022689333,-0.19836,-0.021965333,-0.1162,-0.282526667,-1.377933333,-5.09E-15,0,0.190653333,0,0,0,0,0,0,0.2152,0.043504,0.064296667,2.371933333,0.134453333,0.914066667,-0.294986667,-0.013418667,-0.021858667,-0.541833333,-2.46E-03,-0.019434,0.068506667,-1.9588,-0.278666667,0.153286667,-0.32196,1.82E-08,-2.55E-04,0,0,0,2.56E-34,0,0,0,0,0,0
pi_star,2.47E-20,-2.48E-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56E-17,1.01E-16,0.00E+00,1.03E-15,3.55E-16,-1.82E-16,2.16E-17,-7.42E-18,4.41E-15,-2.25E-16,-1.26E-15,5.85E-16,-2.73E-16,-1.224333333,-0.50764,0.781933333,-4.45E-16,-1.76E-15,-3.16E-15,4.96E-16,-1.93E-16,2.29E-15,-2.82E-17,2.42E-16,-3.23E-16,0,7.63E-16,-6.14E-16,2.04E-16,-4.74E-15,5.26E-16,-1.56E-15,1.57E-15,-4.97E-16,1.39E-16,0,-7.12E-17,0,0,0,0,0,0,7.05E-17,-5.73E-16,1.16E-16,3.52E-15,-1.87E-15,-3.19E-15,9.02E-16,8.24E-16,-2.95E-16,2.43E-15,-4.45E-17,3.05E-16,-3.62E-16,-1.74E-16,-1.2732,0.913266667,-0.60096,2.19E-18,1.39E-18,0,0,0,-5.74E-48,0,0,0,0,0,0
